"scenario","node","ate_climate_behavior"
"combo_0","belief_concern",0.205910269493496
"combo_0","harm_present",0.195092169205424
"combo_0","weather_risk_prep",0.0927883702055787
"combo_0","social_norms",0.0570726895817288
"combo_0","trust_science",0.0341862949302955
"combo_0","policy_support",0.0161971092740782
"combo_1","belief_concern",0.206881294898082
"combo_1","harm_present",0.195092169205432
"combo_1","weather_risk_prep",0.0927883702055832
"combo_1","social_norms",0.0570726895817319
"combo_1","trust_science",0.0341862949302949
"combo_1","policy_support",0.0161971092740783
"combo_2","belief_concern",0.201272176986058
"combo_2","harm_present",0.186964920347681
"combo_2","weather_risk_prep",0.0930760462329431
"combo_2","social_norms",0.0633655096536298
"combo_2","trust_science",0.0436999464580653
"combo_2","policy_support",0
"combo_3","belief_concern",0.201272438461644
"combo_3","harm_present",0.186965335962417
"combo_3","weather_risk_prep",0.0930759991784261
"combo_3","social_norms",0.0633652634284836
"combo_3","trust_science",0.0436997792836055
"combo_3","policy_support",0
"combo_4","belief_concern",0.201964078241648
"combo_4","harm_present",0.228729735524869
"combo_4","weather_risk_prep",0.0973700926998993
"combo_4","social_norms",0
"combo_4","trust_science",0
"combo_4","policy_support",0
"combo_5","belief_concern",0.201964078241656
"combo_5","harm_present",0.22872973552488
"combo_5","weather_risk_prep",0.0973700926999032
"combo_5","social_norms",0
"combo_5","trust_science",0
"combo_5","policy_support",0
"combo_6","belief_concern",0.201964078241648
"combo_6","harm_present",0.228729735524869
"combo_6","weather_risk_prep",0.0973700926998993
"combo_6","social_norms",0
"combo_6","trust_science",0
"combo_6","policy_support",0
"combo_7","belief_concern",0.201964078241648
"combo_7","harm_present",0.228729735524869
"combo_7","weather_risk_prep",0.0973700926998993
"combo_7","social_norms",0
"combo_7","trust_science",0
"combo_7","policy_support",0
"combo_8","belief_concern",0.205910269493508
"combo_8","harm_present",0.199660429440765
"combo_8","weather_risk_prep",0.0927883702055832
"combo_8","social_norms",0.0570726895817319
"combo_8","trust_science",0.0341862949302948
"combo_8","policy_support",0.0161971092740783
"combo_9","belief_concern",0.20688129489807
"combo_9","harm_present",0.199660429440755
"combo_9","weather_risk_prep",0.0927883702055771
"combo_9","social_norms",0.0570726895817293
"combo_9","trust_science",0.0341862949302927
"combo_9","policy_support",0.0161971092740785
"combo_10","belief_concern",0.201272238356076
"combo_10","harm_present",0.192804573142071
"combo_10","weather_risk_prep",0.0930760325414547
"combo_10","social_norms",0.0633654227406399
"combo_10","trust_science",0.043699883914242
"combo_10","policy_support",0
"combo_11","belief_concern",0.201272139772873
"combo_11","harm_present",0.192804120987485
"combo_11","weather_risk_prep",0.0930760135358505
"combo_11","social_norms",0.0633659340129504
"combo_11","trust_science",0.0437002574566134
"combo_11","policy_support",0
"combo_12","belief_concern",0.201964078241648
"combo_12","harm_present",0.228729735524869
"combo_12","weather_risk_prep",0.0973700926998993
"combo_12","social_norms",0
"combo_12","trust_science",0
"combo_12","policy_support",0
"combo_13","belief_concern",0.201964078241648
"combo_13","harm_present",0.228729735524869
"combo_13","weather_risk_prep",0.0973700926998993
"combo_13","social_norms",0
"combo_13","trust_science",0
"combo_13","policy_support",0
"combo_14","belief_concern",0.201964078241648
"combo_14","harm_present",0.228729735524869
"combo_14","weather_risk_prep",0.0973700926998993
"combo_14","social_norms",0
"combo_14","trust_science",0
"combo_14","policy_support",0
"combo_15","belief_concern",0.201964078241658
"combo_15","harm_present",0.228729735524882
"combo_15","weather_risk_prep",0.0973700926999038
"combo_15","social_norms",0
"combo_15","trust_science",0
"combo_15","policy_support",0
