scenario,node,ate_climate_behavior
combo_0,belief_concern,0.20213119958321188
combo_0,harm_present,0.19163479489107782
combo_0,weather_risk_prep,0.0874440189559572
combo_0,social_norms,0.05096247545803553
combo_0,trust_science,0.029345525027996013
combo_0,policy_support,0.01070957928541343
combo_1,belief_concern,0.20277391364418296
combo_1,harm_present,0.19204557171325182
combo_1,weather_risk_prep,0.08763302475741332
combo_1,social_norms,0.051221420284575714
combo_1,trust_science,0.029538219319509347
combo_1,policy_support,0.010820619803555807
combo_2,belief_concern,0.19653732610969066
combo_2,harm_present,0.18254297351083748
combo_2,weather_risk_prep,0.08756279217637761
combo_2,social_norms,0.057805672826614855
combo_2,trust_science,0.038027129554822
combo_2,policy_support,-0.007065244551867774
combo_3,belief_concern,0.19617601840921603
combo_3,harm_present,0.1829370642046501
combo_3,weather_risk_prep,0.08775233817559455
combo_3,social_norms,0.05805174521579483
combo_3,trust_science,0.03827328484391682
combo_3,policy_support,-0.007065242532043274
combo_4,belief_concern,0.2070266949701339
combo_4,harm_present,0.2341625014567429
combo_4,weather_risk_prep,0.1003756544401849
combo_4,social_norms,0
combo_4,trust_science,0.0035363999535518225
combo_4,policy_support,0.002806634095631224
combo_5,belief_concern,0.2063734085504502
combo_5,harm_present,0.23464410394380672
combo_5,weather_risk_prep,0.10057399300748307
combo_5,social_norms,0
combo_5,trust_science,0.003536399953551971
combo_5,policy_support,0.002806634095631321
combo_6,belief_concern,0.21007324237646666
combo_6,harm_present,0.23720904886307564
combo_6,weather_risk_prep,0.10498610739301702
combo_6,social_norms,0
combo_6,trust_science,0.006582947359884609
combo_6,policy_support,0
combo_7,belief_concern,0.2094199559567747
combo_7,harm_present,0.23769065135012893
combo_7,weather_risk_prep,0.10518444596031118
combo_7,social_norms,0
combo_7,trust_science,0.006582947359884555
combo_7,policy_support,0
combo_8,belief_concern,0.20153418355900138
combo_8,harm_present,0.19459976116815894
combo_8,weather_risk_prep,0.08718673654700416
combo_8,social_norms,0.050879701257640964
combo_8,trust_science,0.027446061817226603
combo_8,policy_support,0.009446952742464465
combo_9,belief_concern,0.20068695461570552
combo_9,harm_present,0.1941974336260602
combo_9,weather_risk_prep,0.08720704108176856
combo_9,social_norms,0.05117132869898993
combo_9,trust_science,0.027671438723552988
combo_9,policy_support,0.009565590028286329
combo_10,belief_concern,0.19717744038997806
combo_10,harm_present,0.18804773936355212
combo_10,weather_risk_prep,0.08783774085626218
combo_10,social_norms,0.05693580911951935
combo_10,trust_science,0.03742592760892562
combo_10,policy_support,-0.0070652441850996926
combo_11,belief_concern,0.19540735892056088
combo_11,harm_present,0.18762988435901598
combo_11,weather_risk_prep,0.0878580904045942
combo_11,social_norms,0.05722442323787323
combo_11,trust_science,0.03771440518561828
combo_11,policy_support,-0.007065245259864246
combo_12,belief_concern,0.212483437326669
combo_12,harm_present,0.23847824147499552
combo_12,weather_risk_prep,0.10638798659522744
combo_12,social_norms,0
combo_12,trust_science,0.007417087048463295
combo_12,policy_support,0
combo_13,belief_concern,0.21001198971311308
combo_13,harm_present,0.23798306420605903
combo_13,weather_risk_prep,0.10640929373133144
combo_13,social_norms,0
combo_13,trust_science,0.007417087048463323
combo_13,policy_support,0
combo_14,belief_concern,0.212483437326669
combo_14,harm_present,0.23847824147499552
combo_14,weather_risk_prep,0.10638798659522744
combo_14,social_norms,0
combo_14,trust_science,0.007417087048463295
combo_14,policy_support,0
combo_15,belief_concern,0.210011989713123
combo_15,harm_present,0.23798306420607207
combo_15,weather_risk_prep,0.1064092937313358
combo_15,social_norms,0
combo_15,trust_science,0.007417087048463116
combo_15,policy_support,0
