"scenario","node","ate_climate_behavior"
"combo_0","belief_concern",0.202214082007973
"combo_0","harm_present",0.21570451595392
"combo_0","weather_risk_prep",0.0920957832190159
"combo_0","social_norms",0.0480767988503075
"combo_0","trust_science",0.011521528587933
"combo_0","policy_support",0.00769911405894921
"combo_1","belief_concern",0.202675648032963
"combo_1","harm_present",0.21570451595392
"combo_1","weather_risk_prep",0.0920957832190159
"combo_1","social_norms",0.0480767988503075
"combo_1","trust_science",0.011521528587933
"combo_1","policy_support",0.00769911405894921
"combo_2","belief_concern",0.197567672285587
"combo_2","harm_present",0.210164204385668
"combo_2","weather_risk_prep",0.0921868652440836
"combo_2","social_norms",0.0505815363350354
"combo_2","trust_science",0.0147371313744908
"combo_2","policy_support",0
"combo_3","belief_concern",0.19756747942131
"combo_3","harm_present",0.210163996922986
"combo_3","weather_risk_prep",0.0921868815146436
"combo_3","social_norms",0.0505816572587678
"combo_3","trust_science",0.0147371631298839
"combo_3","policy_support",0
"combo_4","belief_concern",0.201964078241648
"combo_4","harm_present",0.228729735524869
"combo_4","weather_risk_prep",0.0973700926998993
"combo_4","social_norms",0
"combo_4","trust_science",0
"combo_4","policy_support",0
"combo_5","belief_concern",0.201964078241648
"combo_5","harm_present",0.228729735524869
"combo_5","weather_risk_prep",0.0973700926998993
"combo_5","social_norms",0
"combo_5","trust_science",0
"combo_5","policy_support",0
"combo_6","belief_concern",0.201964078241648
"combo_6","harm_present",0.228729735524869
"combo_6","weather_risk_prep",0.0973700926998993
"combo_6","social_norms",0
"combo_6","trust_science",0
"combo_6","policy_support",0
"combo_7","belief_concern",0.201964078241648
"combo_7","harm_present",0.228729735524869
"combo_7","weather_risk_prep",0.0973700926998993
"combo_7","social_norms",0
"combo_7","trust_science",0
"combo_7","policy_support",0
"combo_8","belief_concern",0.202214082007973
"combo_8","harm_present",0.217244119499897
"combo_8","weather_risk_prep",0.0920957832190159
"combo_8","social_norms",0.0480767988503075
"combo_8","trust_science",0.011521528587933
"combo_8","policy_support",0.00769911405894921
"combo_9","belief_concern",0.202675648032963
"combo_9","harm_present",0.217244119499897
"combo_9","weather_risk_prep",0.0920957832190159
"combo_9","social_norms",0.0480767988503075
"combo_9","trust_science",0.011521528587933
"combo_9","policy_support",0.00769911405894921
"combo_10","belief_concern",0.197567715550956
"combo_10","harm_present",0.212133604927099
"combo_10","weather_risk_prep",0.0921868845059949
"combo_10","social_norms",0.0505815341799577
"combo_10","trust_science",0.0147371209794134
"combo_10","policy_support",0
"combo_11","belief_concern",0.197567609211881
"combo_11","harm_present",0.212133362658032
"combo_11","weather_risk_prep",0.0921869989885315
"combo_11","social_norms",0.0505817922495525
"combo_11","trust_science",0.0147372095874606
"combo_11","policy_support",0
"combo_12","belief_concern",0.201964078241648
"combo_12","harm_present",0.228729735524869
"combo_12","weather_risk_prep",0.0973700926998993
"combo_12","social_norms",0
"combo_12","trust_science",0
"combo_12","policy_support",0
"combo_13","belief_concern",0.201964078241648
"combo_13","harm_present",0.228729735524869
"combo_13","weather_risk_prep",0.0973700926998993
"combo_13","social_norms",0
"combo_13","trust_science",0
"combo_13","policy_support",0
"combo_14","belief_concern",0.201964078241648
"combo_14","harm_present",0.228729735524869
"combo_14","weather_risk_prep",0.0973700926998993
"combo_14","social_norms",0
"combo_14","trust_science",0
"combo_14","policy_support",0
"combo_15","belief_concern",0.201964078241661
"combo_15","harm_present",0.228729735524878
"combo_15","weather_risk_prep",0.0973700926999042
"combo_15","social_norms",0
"combo_15","trust_science",0
"combo_15","policy_support",0
